record,metric,ALL,AC,DC,beats_per_window,edge_weight,direction,freq_domain
0FBIQ4IN69_Myo,maximum_flow_value_left_to_right,0.009400208544298157,-0.02635650332139959,0.014900808059052839,4,None,left_to_right,False
0FBIQ4IN69_Myo,shortest_path_length_left_to_right,-0.005602219808254739,0.03259097898077656,-0.008940631475707967,4,None,left_to_right,False
0FBIQ4IN69_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
045UAAJ5J7_Myo,minimum_cut_value_left_to_right,0.027330882472568242,-0.019272489650546773,0.09413470421636551,4,None,left_to_right,False
045UAAJ5J7_Myo,maximum_flow_value_left_to_right,0.027330882472568242,-0.019272489650546773,0.09413470421636551,4,None,left_to_right,False
045UAAJ5J7_Myo,shortest_path_length_left_to_right,0.007582914589886158,-0.035625845569488064,0.05254689307637631,4,None,left_to_right,False
045UAAJ5J7_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
05IYOVJUVJ_Myo,minimum_cut_value_left_to_right,-0.0020328859874124408,-0.04001459693759594,0.07841999486846529,4,None,left_to_right,False
05IYOVJUVJ_Myo,maximum_flow_value_left_to_right,-0.0020328859874124408,-0.04001459693759594,0.07841999486846529,4,None,left_to_right,False
05IYOVJUVJ_Myo,shortest_path_length_left_to_right,0.002391235949061848,0.02372638693819971,-0.0007565887605689005,4,None,left_to_right,False
05IYOVJUVJ_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
03IP14OENV_Myo,minimum_cut_value_left_to_right,0.7005055475750022,0.6878683094910764,0.7172346698591396,4,slope,left_to_right,False
03IP14OENV_Myo,maximum_flow_value_left_to_right,0.7005055475750022,0.6878683094910764,0.7172346698591396,4,slope,left_to_right,False
03IP14OENV_Myo,shortest_path_length_left_to_right,0.9242630502449845,0.9316268218242479,0.926279569928604,4,slope,left_to_right,False
03IP14OENV_Myo,dag_longest_path_length,0.7165291069078754,0.7133626847068445,0.7231886907819443,4,slope,left_to_right,False
0DX3GQVDAM_Myo,minimum_cut_value_left_to_right,-0.017099781715487435,-0.09725633801027897,0.13054498459341027,4,None,left_to_right,False
0DX3GQVDAM_Myo,maximum_flow_value_left_to_right,-0.017099781715487435,-0.09725633801027897,0.13054498459341027,4,None,left_to_right,False
0DX3GQVDAM_Myo,shortest_path_length_left_to_right,0.02259349223396678,0.05917795884887758,-0.017437118665468314,4,None,left_to_right,False
0DX3GQVDAM_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
0FBIQ4IN69_Myo,minimum_cut_value_left_to_right,0.9999927685141871,0.11149470692714548,0.9999996509825081,4,slope,None,False
0FBIQ4IN69_Myo,maximum_flow_value_left_to_right,0.9999927685141871,0.11149470692714548,0.9999996509825081,4,slope,None,False
0FBIQ4IN69_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
01GQUPVDQ7_Myo,minimum_cut_value_left_to_right,0.5753038899466574,0.4656090635680398,0.6595672150944456,4,slope,None,False
01GQUPVDQ7_Myo,maximum_flow_value_left_to_right,0.5753038899466574,0.4656090635680398,0.6595672150944456,4,slope,None,False
01GQUPVDQ7_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
05XRGX2RI1_Myo,minimum_cut_value_left_to_right,0.031021818240835296,-0.07986485871111804,0.15577063446223174,4,None,left_to_right,False
05XRGX2RI1_Myo,maximum_flow_value_left_to_right,0.031021818240835296,-0.07986485871111804,0.15577063446223174,4,None,left_to_right,False
05XRGX2RI1_Myo,shortest_path_length_left_to_right,-0.015104887736101028,0.019170870879478673,-0.01219314072407782,4,None,left_to_right,False
05XRGX2RI1_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
04FCFG42Y4_Myo,minimum_cut_value_left_to_right,-0.010879710751909247,-0.06558339068420188,0.10495267296513411,4,None,left_to_right,False
04FCFG42Y4_Myo,maximum_flow_value_left_to_right,-0.010879710751909247,-0.06558339068420188,0.10495267296513411,4,None,left_to_right,False
04FCFG42Y4_Myo,shortest_path_length_left_to_right,-0.003047465186810602,0.02126580916507139,-0.009627719431035152,4,None,left_to_right,False
04FCFG42Y4_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
00ZMZ3EJB1_Myo,minimum_cut_value_left_to_right,0.04806624301887329,-0.06718588262430404,0.2239260787171366,4,None,left_to_right,False
00ZMZ3EJB1_Myo,maximum_flow_value_left_to_right,0.04806624301887329,-0.06718588262430404,0.2239260787171366,4,None,left_to_right,False
00ZMZ3EJB1_Myo,shortest_path_length_left_to_right,-0.011882280074287495,0.04397704225116852,-0.06815790373346635,4,None,left_to_right,False
00ZMZ3EJB1_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
01A7A67Q3U_Myo,minimum_cut_value_left_to_right,0.39474289193586337,0.37569463728789926,0.4581706787443229,4,slope,left_to_right,False
01A7A67Q3U_Myo,maximum_flow_value_left_to_right,0.39474289193586337,0.37569463728789926,0.4581706787443229,4,slope,left_to_right,False
01A7A67Q3U_Myo,shortest_path_length_left_to_right,0.8844400736115438,0.9454626540960173,0.9170764120282094,4,slope,left_to_right,False
01A7A67Q3U_Myo,dag_longest_path_length,0.4513771142482404,0.3845175524181652,0.6070770873081097,4,slope,left_to_right,False
0ETZCT1E6D_Myo,minimum_cut_value_left_to_right,0.0026082283598101593,-0.045259757611567,0.1272498313140908,4,None,left_to_right,False
0ETZCT1E6D_Myo,maximum_flow_value_left_to_right,0.0026082283598101593,-0.045259757611567,0.1272498313140908,4,None,left_to_right,False
0ETZCT1E6D_Myo,shortest_path_length_left_to_right,0.00817306755588797,0.04694782720712429,-0.0035469255745794823,4,None,left_to_right,False
0ETZCT1E6D_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
05ZMDBZ8D8_-,minimum_cut_value_left_to_right,0.5284702112874222,0.5631233338077025,0.49519025195083155,4,slope,None,False
05ZMDBZ8D8_-,maximum_flow_value_left_to_right,0.5284702112874222,0.5631233338077025,0.49519025195083155,4,slope,None,False
05ZMDBZ8D8_-,shortest_path_length_left_to_right,,,,4,slope,None,False
0BV541IT0J_-,minimum_cut_value_left_to_right,0.03765991083698079,-0.023814017530575472,0.14003918675563098,4,None,left_to_right,False
0BV541IT0J_-,maximum_flow_value_left_to_right,0.03765991083698079,-0.023814017530575472,0.14003918675563098,4,None,left_to_right,False
0BV541IT0J_-,shortest_path_length_left_to_right,-0.002518104451821844,0.05200273924958868,-0.04533212901438945,4,None,left_to_right,False
0BV541IT0J_-,dag_longest_path_length,,,,4,None,left_to_right,False
03EEXEX8SQ_-,minimum_cut_value_left_to_right,-0.017181854657712325,-0.016573274700715093,0.03409514538914141,4,None,left_to_right,False
03EEXEX8SQ_-,maximum_flow_value_left_to_right,-0.017181854657712325,-0.016573274700715093,0.03409514538914141,4,None,left_to_right,False
03EEXEX8SQ_-,shortest_path_length_left_to_right,0.006422613688428504,0.01652428877163973,0.02212128803635998,4,None,left_to_right,False
03EEXEX8SQ_-,dag_longest_path_length,,,,4,None,left_to_right,False
02IB650NH4_Myo,minimum_cut_value_left_to_right,-0.013179420086558634,-0.07777567408519995,0.1639518209019929,4,None,left_to_right,False
02IB650NH4_Myo,maximum_flow_value_left_to_right,-0.013179420086558634,-0.07777567408519995,0.1639518209019929,4,None,left_to_right,False
02IB650NH4_Myo,shortest_path_length_left_to_right,0.003480325928004843,0.05512032569448546,-0.04108003920653019,4,None,left_to_right,False
02IB650NH4_Myo,dag_longest_path_length,,,,4,None,left_to_right,False
0B4WQ978DC_-,minimum_cut_value_left_to_right,0.42648745090345835,0.38494112066982955,0.4588295720192871,4,slope,None,False
0B4WQ978DC_-,maximum_flow_value_left_to_right,0.42648745090345835,0.38494112066982955,0.4588295720192871,4,slope,None,False
0B4WQ978DC_-,shortest_path_length_left_to_right,,,,4,slope,None,False
0FBIQ4IN69_Myo,minimum_cut_value_left_to_right,0.9999927685141871,0.11149470692714548,0.9999996509825081,4,slope,left_to_right,False
0FBIQ4IN69_Myo,maximum_flow_value_left_to_right,0.9999927685141871,0.11149470692714548,0.9999996509825081,4,slope,left_to_right,False
0FBIQ4IN69_Myo,shortest_path_length_left_to_right,0.9999745243077035,0.9933691618818752,0.999999322172679,4,slope,left_to_right,False
0FBIQ4IN69_Myo,dag_longest_path_length,0.9999930270401692,0.0996269040315795,0.9999998729407806,4,slope,left_to_right,False
03IP14OENV_Myo,minimum_cut_value_left_to_right,0.6333692918847157,0.6439126675973031,0.6241273145892378,4,angle,None,False
03IP14OENV_Myo,maximum_flow_value_left_to_right,0.6333692918847157,0.6439126675973031,0.6241273145892378,4,angle,None,False
03IP14OENV_Myo,shortest_path_length_left_to_right,,,,4,angle,None,False
045UAAJ5J7_Myo,minimum_cut_value_left_to_right,0.5546087887510877,0.5371789307541969,0.5699314147915402,4,slope,None,False
045UAAJ5J7_Myo,maximum_flow_value_left_to_right,0.5546087887510877,0.5371789307541969,0.5699314147915402,4,slope,None,False
045UAAJ5J7_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
05IYOVJUVJ_Myo,minimum_cut_value_left_to_right,0.6111462633977546,0.532420360560861,0.7263847653863796,4,slope,None,False
